,organisms,Oxygen.tolerance
8877,Alcaligenes aquatilis,aerobe
8878,Alcaligenes faecalis,aerobe
8879,Alcaligenes faecalis,aerobe
8880,Alcaligenes faecalis,aerobe
8881,Alcaligenes faecalis,aerobe
8882,Alcaligenes faecalis subsp. parafaecalis,aerobe
8883,Alcaligenes faecalis subsp. phenolicus,aerobe
8884,Alcaligenes sp.,aerobe
8885,Alcanivorax balearicus,aerobe
8886,Alcanivorax dieselolei,aerobe
8887,Alcanivorax dieselolei,aerobe
8888,Alcanivorax hongdengensis,aerobe
8889,Alcanivorax indicus,aerobe
8890,Alcanivorax marinus,aerobe
8891,Alcanivorax mobilis,aerobe
8892,Aldersonia kunmingensis,aerobe
8893,Algibacter agarilyticus,aerobe
8894,Algibacter agarivorans,aerobe
8895,Algibacter aquaticus,aerobe
8896,Algibacter aquimarinus,aerobe
8897,Algibacter mikhailovii,aerobe
8898,Algibacter undariae,aerobe
8899,Algibacter lectus,aerobe
8900,Algihabitans albus,aerobe
8901,Algimonas ampicilliniresistens,aerobe
8902,Algimonas porphyrae,aerobe
8903,Algiphilus aromaticivorans,aerobe
8904,Algisphaera agarilytica,aerobe
8905,Algoriphagus aestuariicola,aerobe
8906,Algoriphagus antarcticus,aerobe
8907,Algoriphagus aquaeductus,aerobe
8908,Algoriphagus aquaemixtae,aerobe
8909,Algoriphagus aquatilis,aerobe
8910,Algoriphagus aquimarinus,aerobe
8911,Algoriphagus aquimaris,aerobe
8912,Algoriphagus chordae,aerobe
8913,Algoriphagus chungangensis,aerobe
8914,Algoriphagus confluentis,aerobe
8915,Algoriphagus halophilus,aerobe
8916,Algoriphagus hitonicola,aerobe
8917,Algoriphagus jejuensis,aerobe
8918,Algoriphagus litorisediminis,aerobe
8919,Algoriphagus locisalis,aerobe
8920,Algoriphagus lutimaris,aerobe
8921,Algoriphagus machipongonensis,aerobe
8922,Algoriphagus mannitolivorans,aerobe
8923,Algoriphagus marincola,aerobe
8924,Algoriphagus marisflavi,aerobe
8925,Algoriphagus namhaensis,aerobe
8926,Algoriphagus olei,aerobe
8927,Algoriphagus ornithinivorans,aerobe
8928,Algoriphagus roseus,aerobe
8929,Algoriphagus sanaruensis,aerobe
8930,Algoriphagus terrigena,aerobe
8931,Algoriphagus vanfongensis,aerobe
8932,Algoriphagus winogradskyi,aerobe
8933,Algoriphagus yeomjeoni,aerobe
8934,Algoriphagus zhangzhouensis,aerobe
8935,Arcobacter vitoriensis,aerobe
8936,Alicycliphilus denitrificans,aerobe
8937,Alicycliphilus denitrificans,aerobe
8938,Alicyclobacillus acidiphilus,aerobe
8939,Alicyclobacillus acidocaldarius,aerobe
8940,Alicyclobacillus aeris,aerobe
8941,Alicyclobacillus contaminans,aerobe
8942,Alicyclobacillus fastidiosus,aerobe
8943,Alicyclobacillus ferrooxydans,aerobe
8944,Alicyclobacillus kakegawensis,aerobe
8945,Alicyclobacillus macrosporangiidus,aerobe
8946,Alicyclobacillus sacchari,aerobe
8947,Alicyclobacillus shizuokensis,aerobe
8948,Alicyclobacillus tengchongensis,aerobe
8949,Alicyclobacillus vulcanalis,aerobe
8950,Alienimonas californiensis,aerobe
8951,Aliidiomarina maris,aerobe
8952,Aliidiomarina sedimenti,aerobe
8953,Aliidiomarina taiwanensis,aerobe
8954,Aliidongia dinghuensis,aerobe
8955,Fodinibius salicampi,aerobe
8956,Fodinibius saliphilus,aerobe
8957,Fodinibius sediminis,aerobe
8958,Aliiglaciecola lipolytica,aerobe
8959,Aliiglaciecola litoralis,aerobe
8960,Aliiroseovarius crassostreae,aerobe
8961,Aliiroseovarius halocynthiae,aerobe
8962,Aliiroseovarius sediminilitoris,aerobe
8963,Aliishimia ponticola,aerobe
8964,Aliivibrio fischeri,aerobe
8965,Aliivibrio logei,aerobe
8966,Aliivibrio sifiae,aerobe
8967,Alishewanella aestuarii,aerobe
8968,Alishewanella agri,aerobe
8969,Alishewanella fetalis,aerobe
8970,Alishewanella jeotgali,aerobe
8971,Alishewanella tabrizica,aerobe
8972,Alkalibacillus filiformis,aerobe
8973,Alkalibacillus flavidus,aerobe
8974,Alkalibacillus halophilus,aerobe
8975,Alkalibacillus salilacus,aerobe
8976,Alkalibacillus silvisoli,aerobe
8977,Alkalibacterium pelagium,aerobe
8978,Alkalibacterium putridalgicola,aerobe
8979,Alkalibacterium thalassium,aerobe
8980,Alkalicoccus halolimnae,aerobe
8981,Alkalicoccus saliphilus,aerobe
8982,Alkalihalobacillus trypoxylicola,aerobe
8983,Alkalihalophilus marmarensis,aerobe
8984,Alkalilacustris brevis,aerobe
8985,Alkalimonas collagenimarina,aerobe
8986,Alkanibacter difficilis,aerobe
8987,Allobacillus halotolerans,aerobe
8988,Allobranchiibius huperziae,aerobe
8989,Allocatelliglobosispora scoriae,aerobe
8990,Allofrancisella inopinata,aerobe
8991,Allohahella antarctica,aerobe
8992,Allohahella marinimesophila,aerobe
8993,Allohumibacter endophyticus,aerobe
8994,Alloiococcus otitis,aerobe
8995,Allokutzneria albata,aerobe
8996,Allonocardiopsis opalescens,aerobe
8997,Aquirufa nivalisilvae,aerobe
8998,Allorhizobium borbori,aerobe
8999,Allorhizobium oryzae,aerobe
9000,Allorhizocola rhizosphaerae,aerobe
9001,Alloscardovia omnicolens,aerobe
9002,Allosediminivita pacifica,aerobe
9003,Allosphingosinicella vermicomposti,aerobe
9004,Tsuneonella aeria,aerobe
9005,Pelagerythrobacter aerophilus,aerobe
9006,Alteraurantiacibacter aestuarii,aerobe
9007,Tsuneonella amylolytica,aerobe
9008,Pontixanthobacter aquaemixtae,aerobe
9009,Alteraurantiacibacter aquimixticola,aerobe
9010,Pontixanthobacter confluentis,aerobe
9011,Tsuneonella deserti,aerobe
9012,Altericroceibacterium endophyticum,aerobe
9013,Altererythrobacter epoxidivorans,aerobe
9014,Altererythrobacter fulvus,aerobe
9015,Pontixanthobacter gangjinensis,aerobe
9016,Alteriqipengyuania halimionae,aerobe
9017,Altericroceibacterium indicum,aerobe
9018,Altererythrobacter insulae,aerobe
9019,Altererythrobacter lauratis,aerobe
9020,Pontixanthobacter luteolus,aerobe
9021,Parerythrobacter lutipelagi,aerobe
9022,Pelagerythrobacter marensis,aerobe
9023,Paraurantiacibacter namhicola,aerobe
9024,Altererythrobacter palmitatis,aerobe
9025,Tsuneonella rigui,aerobe
9026,Croceibacterium salegens,aerobe
9027,Pontixanthobacter sediminis,aerobe
9028,Tsuneonella troitsensis,aerobe
9029,Altericroceibacterium xinjiangense,aerobe
9030,Croceibacterium xixiisoli,aerobe
9031,Alteribacillus alkaliphilus,aerobe
9032,Alteribacillus bidgolensis,aerobe
9033,Alteribacillus iranensis,aerobe
9034,Alteribacillus persepolensis,aerobe
9035,Alteribacter aurantiacus,aerobe
9036,Alteribacter populi,aerobe
9037,Alteromonas stellipolaris,aerobe
9038,Alteromonas aestuariivivens,aerobe
9039,Alteromonas fortis,aerobe
9040,Alteromonas genovensis,aerobe
9041,Alteromonas hispanica,aerobe
9042,Alteromonas lipolytica,aerobe
9043,Alteromonas macleodii,aerobe
9044,Alteromonas oceani,aerobe
9045,Alteromonas sediminis,aerobe
9046,Alteromonas simiduii,aerobe
9047,Alteromonas tagae,aerobe
9048,Aminobacter ciceronei,aerobe
9049,Aminobacter carboxidus,aerobe
9050,Aminobacter niigataensis,aerobe
9051,Amnibacterium endophyticum,aerobe
9052,Amnibacterium flavum,aerobe
9053,Amnibacterium kyonggiense,aerobe
9054,Amnibacterium soli,aerobe
9055,Amorphus coralli,aerobe
9056,Amorphus orientalis,aerobe
9057,Amorphus suaedae,aerobe
9058,Amphibacillus sediminis,aerobe
9059,Amphibacillus tropicus,aerobe
9060,Amphritea atlantica,aerobe
9061,Amycolatopsis acidicola,aerobe
9062,Amycolatopsis acidiphila,aerobe
9063,Amycolatopsis albispora,aerobe
9064,Amycolatopsis alkalitolerans,aerobe
9065,Amycolatopsis antarctica,aerobe
9066,Amycolatopsis arida,aerobe
9067,Amycolatopsis cappadoca,aerobe
9068,Amycolatopsis cihanbeyliensis,aerobe
9069,Amycolatopsis decaplanina,aerobe
9070,Amycolatopsis dongchuanensis,aerobe
9071,Amycolatopsis eburnea,aerobe
9072,Amycolatopsis echigonensis,aerobe
9073,Amycolatopsis endophytica,aerobe
9074,Amycolatopsis granulosa,aerobe
9075,Amycolatopsis halotolerans,aerobe
9076,Amycolatopsis helveola,aerobe
9077,Amycolatopsis jejuensis,aerobe
9078,Amycolatopsis jiangsuensis,aerobe
9079,Amycolatopsis magusensis,aerobe
9080,Amycolatopsis marina,aerobe
9081,Nocardia mediterranei,aerobe
9082,Amycolatopsis minnesotensis,aerobe
9083,Amycolatopsis nigrescens,aerobe
9084,Amycolatopsis niigatensis,aerobe
9085,Amycolatopsis oliviviridis,aerobe
9086,Amycolatopsis panacis,aerobe
9087,Amycolatopsis pithecellobii,aerobe
9088,Amycolatopsis plumensis,aerobe
9089,Amycolatopsis regifaucium,aerobe
9090,Amycolatopsis rhizosphaerae,aerobe
9091,Amycolatopsis ruanii,aerobe
9092,Amycolatopsis saalfeldensis,aerobe
9093,Amycolatopsis samaneae,aerobe
9094,Amycolatopsis silviterrae,aerobe
9095,Amycolatopsis suaedae,aerobe
9096,Amycolatopsis taiwanensis,aerobe
9097,Amycolatopsis thermalba,aerobe
9098,Amycolatopsis thermoflava,aerobe
9099,Amycolatopsis thermophila,aerobe
9100,Amycolatopsis tucumanensis,aerobe
9101,Amycolatopsis ultiminotia,aerobe
9102,Amycolatopsis viridis,aerobe
9103,Amycolatopsis xylanica,aerobe
9104,Amylibacter cionae,aerobe
9105,Amylibacter kogurei,aerobe
9106,Anaeromyxobacter dehalogenans,aerobe
9107,Anaeromyxobacter dehalogenans,aerobe
9108,Anaeromyxobacter dehalogenans,aerobe
9109,Anaeromyxobacter dehalogenans,aerobe
9110,Anaeromyxobacter dehalogenans,aerobe
9111,Ancylobacter defluvii,aerobe
9112,Ancylobacter oerskovii,aerobe
9113,Ancylobacter polymorphus,aerobe
9114,Ancylobacter polymorphus,aerobe
9115,Ancylobacter pratisalsi,aerobe
9116,Ancylobacter sonchi,aerobe
9117,Ancylobacter sp.,aerobe
9118,Ancylobacter vacuolatus,aerobe
9119,Ancylomarina salipaludis,aerobe
9120,Anderseniella baltica,aerobe
9121,Andreprevotia chitinilytica,aerobe
9122,Andreprevotia lacus,aerobe
9123,Aneurinibacillus thermoaerophilus,aerobe
9124,Ancylobacter amanitiformis,aerobe
9125,Angustibacter aerolatus,aerobe
9126,Angustibacter peucedani,aerobe
9127,Angustibacter speluncae,aerobe
9128,Anoxybacillus eryuanensis,aerobe
9129,Anoxybacillus flavithermus,aerobe
9130,Anoxybacillus tengchongensis,aerobe
9131,Anoxybacillus tepidamans,aerobe
9132,Anoxybacillus vitaminiphilus,aerobe
9133,Anseongella ginsenosidimutans,aerobe
9134,Antarcticibacterium flavum,aerobe
9135,Antricoccus suffuscus,aerobe
9136,Apibacter muscae,aerobe
9137,Apilactobacillus kunkeei,aerobe
9138,Apilactobacillus micheneri,aerobe
9139,Apilactobacillus quenuiae,aerobe
9140,Apilactobacillus timberlakei,aerobe
9141,Aquabacter cavernae,aerobe
9142,Aquabacterium citratiphilum,aerobe
9143,Aquabacterium commune,aerobe
9144,Aquabacterium commune,aerobe
9145,Aquabacterium fontiphilum,aerobe
9146,Aquabacterium limnoticum,aerobe
9147,Aquabacterium parvum,aerobe
9148,Aquabacterium sp.,aerobe
9149,Aquamicrobium aerolatum,aerobe
9150,Aquamicrobium aestuarii,aerobe
9151,Aquamicrobium ahrensii,aerobe
9152,Aquamicrobium segne,aerobe
9153,Aquaspirillum polymorphum,aerobe
9154,Aquaspirillum serpens,aerobe
9155,Aquaticitalea lipolytica,aerobe
9156,Aquibacillus koreensis,aerobe
9157,Aquibacillus massiliensis,aerobe
9158,Aquibacillus sediminis,aerobe
9159,Aquiflexum balticum,aerobe
9160,Aquihabitans daechungensis,aerobe
9161,Aquimarina agarilytica,aerobe
9162,Aquimarina algiphila,aerobe
9163,Aquimarina brevivitae,aerobe
9164,Aquimarina celericrescens,aerobe
9165,Aquimarina gracilis,aerobe
9166,Aquimarina hainanensis,aerobe
9167,Aquimarina longa,aerobe
9168,Aquimarina macrocephali,aerobe
9169,Aquimarina muelleri,aerobe
9170,Aquimarina mytili,aerobe
9171,Aquimarina rubra,aerobe
9172,Aquimarina spongiae,aerobe
9173,Aquimarina spongiicola,aerobe
9174,Aquimarina versatilis,aerobe
9175,Aquimonas voraii,aerobe
9176,Rubrivivax rivuli,aerobe
9177,Aquincola tertiaricarbonis,aerobe
9178,Aquipuribacter hungaricus,aerobe
9179,Aquipuribacter nitratireducens,aerobe
9180,Aquisalibacillus elongatus,aerobe
9181,Aquisalinus flavus,aerobe
9182,Aquitalea pelogenes,aerobe
9183,Arachidicoccus ginsenosidivorans,aerobe
9184,Arcicella aquatica,aerobe
9185,Arcicella aurantiaca,aerobe
9186,Arcicella rigui,aerobe
9187,Arcicella rosea,aerobe
9188,Arcobacter butzleri,aerobe
9189,Arcobacter butzleri,aerobe
9190,Malaciobacter canalis,aerobe
