"organisms","All_environments","C","M","Environment_H2S"
"Desulfuromonas thiophila","mesophile---Bacteria-anaerobe",0.017199051,0.019930449,"H2S-rich"
"Thioalkalivibrio halophilus","mesophile---Bacteria-anaerobe",0.009355619,0.024441516,"H2S-rich"
"Geobacter sulfurreducens","mesophile---Bacteria-anaerobe",0.014760004,0.025648043,"H2S-rich"
"Sulfuricurvum kujiense","mesophile-nonhalophile-neutrophile-Bacteria-anaerobe",0.010855647,0.029501444,"H2S-rich"
"Sulfurimonas denitrificans","psychrophiles---Bacteria-anaerobe",0.00995359,0.02768879,"H2S-rich"
"Sulfurovum lithotrophicum","mesophile--neutrophile-Bacteria-anaerobe",0.010590969,0.030347986,"H2S-rich"
"Methanothermobacter wolfei","thermophile---Archaea-anaerobe",0.014103227,0.031864783,"H2S-rich"
"Methanobacterium congolense","mesophile---Archaea-anaerobe",0.013863917,0.030531405,"H2S-rich"
"Methanobrevibacter ruminantium","mesophile---Archaea-anaerobe",0.014374312,0.025862325,"H2S-rich"
"Methanosphaera cuniculi","mesophile---Archaea-anaerobe",0.013334219,0.025652915,"H2S-rich"
"Methanocaldococcus jannaschii","hyperthermophile---Archaea-anaerobe",0.01436231,0.023966233,"H2S-rich"
"Methanotorris igneus","hyperthermophile---Archaea-anaerobe",0.015911089,0.024900267,"H2S-rich"
"Methanococcus vannielii","mesophile---Archaea-anaerobe",0.014655904,0.025963863,"H2S-rich"
"Methanothermococcus thermolithotrophicus","thermophile---Archaea-anaerobe",0.015674497,0.026653447,"H2S-rich"
"Methanocorpusculum bavaricum","mesophile---Archaea-anaerobe",0.017301213,0.029215858,"H2S-rich"
"Methanoculleus sp.","mesophile---Archaea-anaerobe",0.015474627,0.025227263,"H2S-rich"
"Methanogenium cariaci","psychrophiles---Archaea-anaerobe",0.021178888,0.029101978,"H2S-rich"
"Methanolacinia paynteri","mesophile---Archaea-anaerobe",0.015209248,0.02879595,"H2S-rich"
"Methanoplanus limicola","mesophile---Archaea-anaerobe",0.015103384,0.027458026,"H2S-rich"
"Methanopyrus kandleri","hyperthermophile---Archaea-anaerobe",0.014161064,0.020393403,"H2S-rich"
"Methanomethylovorans hollandica","mesophile---Archaea-anaerobe",0.014776064,0.031438267,"H2S-rich"
"Methanococcoides burtonii","psychrophiles---Archaea-anaerobe",0.014279483,0.031495809,"H2S-rich"
"Methanohalobium evestigatum","thermophile---Archaea-anaerobe",0.013609156,0.02674801,"H2S-rich"
"Methanohalophilus halophilus","mesophile---Archaea-anaerobe",0.015105514,0.030893513,"H2S-rich"
"Methanolobus tindarius","mesophile---Archaea-anaerobe",0.014309915,0.03178907,"H2S-rich"
"Methanosarcina acetivorans","mesophile---Archaea-anaerobe",0.014870153,0.02694803,"H2S-rich"
"Methanospirillum lacunae","mesophile-nonhalophile-neutrophile-Archaea-anaerobe",0.015599532,0.027273163,"H2S-rich"
"Thermodesulfovibrio yellowstonii","thermophile---Bacteria-anaerobe",0.012696719,0.023216813,"H2S-rich"
"Desulfitobacterium dehalogenans","mesophile---Bacteria-anaerobe",0.012938568,0.027843968,"H2S-rich"
"Desulfonispora thiosulfatigenes","mesophile---Bacteria-anaerobe",0.011803853,0.026661773,"H2S-rich"
"Desulfosporosinus meridiei","mesophile---Bacteria-anaerobe",0.012602872,0.027437506,"H2S-rich"
"Desulfofarcimen acetoxidans","mesophile---Bacteria-anaerobe",0.01490051,0.027157547,"H2S-rich"
"Desulfofundulus kuznetsovii","thermophile---Bacteria-anaerobe",0.014457896,0.02510838,"H2S-rich"
"Desulfallas thermosapovorans","thermophile---Bacteria-anaerobe",0.014222658,0.028780199,"H2S-rich"
"Desulfitibacter alkalitolerans","mesophile---Bacteria-anaerobe",0.013326625,0.028874684,"H2S-rich"
"Desulfurispora thermophila","thermophile-nonhalophile-neutrophile-Bacteria-anaerobe",0.015613537,0.026170655,"H2S-rich"
"Thiomicrospira aerophila","mesophile--alkaliphile-Bacteria-obligate aerobe",0.009403929,0.027751965,"H2S-rich"
"Thiomicrorhabdus arctica","psychrophiles-nonhalophile-neutrophile-Bacteria-aerobe",0.009616539,0.029515816,"H2S-rich"
"Pseudonocardia sulfidoxydans","mesophile---Bacteria-obligate aerobe",0.008812689,0.018074569,"H2S-rich"
"Sulfitobacter indolifex","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.010236929,0.029464431,"H2S-rich"
"Thioclava pacifica","mesophile--alkaliphile-Bacteria-aerobe",0.009355848,0.028819982,"H2S-rich"
"Sulfuritalea hydrogenivorans","mesophile---Bacteria-anaerobe",0.012052318,0.026340704,"H2S-rich"
"Desulfobacca acetoxidans","mesophile---Bacteria-anaerobe",0.013959227,0.023673181,"H2S-rich"
"Desulfomonile tiedjei","mesophile---Bacteria-anaerobe",0.015135548,0.027425239,"H2S-rich"
"Desulfacinum infernum","thermophile---Bacteria-anaerobe",0.015100526,0.024401346,"H2S-rich"
"Thermodesulforhabdus norvegica","thermophile---Bacteria-anaerobe",0.016025424,0.025049321,"H2S-rich"
"Desulfoglaeba alkanexedens","mesophile---Bacteria-anaerobe",0.014793895,0.024852365,"H2S-rich"
"Desulfosoma caldarium","thermophile-extreme_halophile-neutrophile-Bacteria-anaerobe",0.016266203,0.026960733,"H2S-rich"
"Desulfovirgula thermocuniculi","thermophile-nonhalophile-neutrophile-Bacteria-anaerobe",0.015589614,0.022308363,"H2S-rich"
"Thermodesulfatator indicus","thermophile-slight_halophile-neutrophile-Bacteria-anaerobe",0.013131411,0.019389626,"H2S-rich"
"Thermodesulfobacterium commune","thermophile---Bacteria-anaerobe",0.012899232,0.018773942,"H2S-rich"
"Thermosulfurimonas dismutans","thermophile-slight_halophile-neutrophile-Bacteria-anaerobe",0.0124083,0.019212532,"H2S-rich"
"Thermodesulfobium narugense","thermophile---Bacteria-anaerobe",0.012860426,0.022936062,"H2S-rich"
"Thiothrix caldifontis","mesophile--alkaliphile-Bacteria-aerobe",0.011686573,0.027246256,"H2S-rich"
"Desulfarculus baarsii","mesophile---Bacteria-anaerobe",0.014703502,0.02729844,"H2S-rich"
"Desulfurobacterium thermolithotrophum","thermophile---Bacteria-anaerobe",0.011277307,0.019009961,"H2S-rich"
"Methanocella paludicola","mesophile--neutrophile-Archaea-anaerobe",0.014683922,0.032796442,"H2S-rich"
"Dethiosulfovibrio peptidovorans","mesophile---Bacteria-anaerobe",0.013374367,0.031428378,"H2S-rich"
"Methanolinea tarda","thermophile-nonhalophile-neutrophile-Archaea-anaerobe",0.016779016,0.026658726,"H2S-rich"
"Methanosphaerula palustris","mesophile---Archaea-anaerobe",0.015250243,0.02742724,"H2S-rich"
"Methanoregula boonei","mesophile-nonhalophile-acidophile-Archaea-anaerobe",0.015896694,0.026149082,"H2S-rich"
"Thiohalobacter thiocyanaticus","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.010931427,0.024386402,"H2S-rich"
"Thiomonas bhubaneswarensis","mesophile--neutrophile-Bacteria-aerobe",0.010541766,0.025298026,"H2S-rich"
"Dethiosulfatibacter aminovorans","mesophile-slight_halophile-neutrophile-Bacteria-anaerobe",0.013457919,0.033839953,"H2S-rich"
"Sulfobacillus thermotolerans","mesophile--acidophile-Bacteria-aerobe",0.007580293,0.028440857,"H2S-rich"
"Thermosulfidibacter takaii","thermophile-slight_halophile-neutrophile-Bacteria-anaerobe",0.013897662,0.02368546,"H2S-rich"
"Archaeoglobus sulfaticallidus","thermophile-nonhalophile--Archaea-anaerobe",0.01278851,0.027388377,"H2S-rich"
"Desulfuribacillus alkaliarsenatis","mesophile---Bacteria-anaerobe",0.010065048,0.027666464,"H2S-rich"
"Methanomassiliicoccus luminyensis","mesophile-nonhalophile-neutrophile-Archaea-anaerobe",0.01471586,0.032866494,"H2S-rich"
"Natronorubrum sulfidifaciens","mesophile-moderate_halophile-alkaliphile-Archaea-aerobe",0.008946389,0.018860621,"H2S-rich"
"Methylophaga aminisulfidivorans","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.010583603,0.027837501,"H2S-rich"
"Desulfatitalea sp.","mesophile---Bacteria-anaerobe",0.014567195,0.029266792,"H2S-rich"
"Dissulfuribacter thermophilus","thermophile-slight_halophile-neutrophile-Bacteria-anaerobe",0.01498532,0.024029612,"H2S-rich"
"Sulfurisoma sediminicola","mesophile---Bacteria-anaerobe",0.01193537,0.025446183,"H2S-rich"
"Desulfocarbo indianensis","mesophile---Bacteria-anaerobe",0.014244025,0.02656455,"H2S-rich"
"Methanofervidicoccus abyssi","thermophile---Archaea-obligate anaerobe",0.015671459,0.025187859,"H2S-rich"
"Desulfoplanes formicivorans","mesophile---Bacteria-anaerobe",0.016472353,0.030504121,"H2S-rich"
"Methanosalsum natronophilum","mesophile---Archaea-anaerobe",0.013793487,0.027612419,"H2S-rich"
"Desulfocucumis palustris","mesophile-nonhalophile-neutrophile-Bacteria-obligate anaerobe",0.014171502,0.028506479,"H2S-rich"
"Methanonatronarchaeum thermophilum","thermophile---Archaea-obligate anaerobe",0.011739336,0.023693435,"H2S-rich"
"Sulfodiicoccus acidiphilus","thermophile-nonhalophile-acidophile-Archaea-aerobe",0.008382043,0.024386982,"H2S-rich"
"Halanaeroarchaeum sulfurireducens","mesophile-extreme_halophile-neutrophile-Archaea-obligate anaerobe",0.006686025,0.019687171,"H2S-rich"
"Dethiosulfatarculus sandiegensis","mesophile-slight_halophile-neutrophile-Bacteria-obligate anaerobe",0.014187096,0.028565122,"H2S-rich"
"Sulfuriferula thiophila","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.010602184,0.028609955,"H2S-rich"
"Dissulfurirhabdus thermomarina","thermophile-slight_halophile-neutrophile-Bacteria-anaerobe",0.014422445,0.019741673,"H2S-rich"
"Sulfuriflexus mobilis","mesophile-slight_halophile-neutrophile-Bacteria-anaerobe",0.012045831,0.027989194,"H2S-rich"
"Halodesulfovibrio spirochaetisodalis","mesophile--neutrophile-Bacteria-obligate anaerobe",0.016150263,0.029352938,"H2S-rich"
"Thermodesulfitimonas autotrophica","thermophile-nonhalophile-neutrophile-Bacteria-anaerobe",0.014495378,0.019402077,"H2S-rich"
"Thiopseudomonas denitrificans","mesophile---Bacteria-aerobe",0.011998444,0.026068402,"H2S-rich"
"Globicatella sulfidifaciens","mesophile---Bacteria-anaerobe",0.007030211,0.027464187,"H2S-rich"
"Thiobaca trueperi","mesophile---Bacteria-anaerobe",0.011402836,0.023682336,"H2S-rich"
"Desulfobacterium sp.","mesophile---Bacteria-anaerobe",0.013010605,0.027544339,"H2S-rich"
"Desulfonema ishimotonii","mesophile---Bacteria-anaerobe",0.015368821,0.027832386,"H2S-rich"
"Desulfobulbus elongatus","mesophile---Bacteria-anaerobe",0.015261239,0.026190036,"H2S-rich"
"Desulfurococcus mucosus","hyperthermophile--neutrophile-Archaea-obligate anaerobe",0.009592781,0.02397127,"H2S-rich"
"Desulfuromusa kysingii","mesophile---Bacteria-anaerobe",0.014217903,0.02618822,"H2S-rich"
"Thiohalospira halophila","mesophile-extreme_halophile-neutrophile-Bacteria-aerobe",0.00826728,0.022259679,"H2S-rich"
"Thiobacillus denitrificans","mesophile---Bacteria-anaerobe",0.010887399,0.024171763,"H2S-rich"
"Blastochloris sulfoviridis","mesophile---Bacteria-anaerobe",0.009722961,0.022764142,"H2S-rich"
"Methanofollis liminatans","mesophile---Archaea-anaerobe",0.015976109,0.026790271,"H2S-rich"
"Methanothrix soehngenii","mesophile---Archaea-anaerobe",0.014838441,0.030481001,"H2S-rich"
"Methanothermus fervidus","hyperthermophile---Archaea-anaerobe",0.014524096,0.024430449,"H2S-rich"
"Desulfotomaculum nigrificans","thermophile-slight_halophile-neutrophile-Bacteria-anaerobe",0.014128523,0.027485892,"H2S-rich"
"Rhodovulum sulfidophilum","mesophile---Bacteria-anaerobe",0.010727755,0.02674729,"H2S-rich"
"Thermoanaerobacter thermohydrosulfuricus","thermophile---Bacteria-anaerobe",0.009125129,0.026182775,"H2S-rich"
"Thiohalomonas denitrificans","mesophile-nonhalophile-neutrophile-Bacteria-anaerobe",0.010975464,0.025442434,"H2S-rich"
